Filename,Label
CHYPRCE098_0315_165250_300C_FB_0,Unknown
CHYPRCE098_0315_165306_300C_FB_0,Photo
CHYPRCE098_0315_165356_300C_FB_0,Photo
CHYPRCE098_0315_165413_300C_FB_0,Document
CHYPRCE098_0315_165502_300C_FB_0,Document
CHYPRCE098_0315_165520_300C_FB_0,Photo
CHYPRCE098_0315_165607_300C_FB_0,Photo
CHYPRCE098_0315_165627_300C_FB_0,Unknown
CHYPRCE098_0315_165714_300C_FB_0,Unknown
CHYPRCE098_0315_165731_300C_FB_0,Photo
CHYPRCE098_0315_165819_300C_FB_0,Photo
CHYPRCE098_0315_165835_300C_FB_0,Document
CHYPRCE098_0315_165920_300C_FB_0,Photo
CHYPRCE098_0315_165937_300C_FB_0,Document
CHYPRCE098_0315_170027_300C_FB_0,Unknown
CHYPRCE098_0315_170043_300C_FB_0,Unknown
CHYPRCE098_0315_170133_300C_FB_0,Photo
CHYPRCE098_0315_170148_300C_FB_0,Unknown
CHYPRCE098_0315_170233_300C_FB_0,Photo
CHYPRCE098_0315_170248_300C_FB_0,Photo
CHYPRCE098_0315_170333_300C_FB_0,Unknown
CHYPRCE098_0315_170351_300C_FB_0,Unknown
CHYPRCE098_0315_170444_300C_FB_0,Photo
CHYPRCE098_0315_170500_300C_FB_0,Photo
CHYPRCE098_0315_170612_300C_FB_0,Unknown
CHYPRCE098_0315_170630_300C_FB_0,Unknown
CHYPRCE098_0315_170722_300C_FB_0,Document
CHYPRCE098_0315_170737_300C_FB_0,Unknown
CHYPRCE098_0315_170831_300C_FB_0,Photo
CHYPRCE098_0315_170850_300C_FB_0,Unknown
CHYPRCE098_0315_170937_300C_FB_0,Unknown
CHYPRCE098_0315_170952_300C_FB_0,Photo
CHYPRCE098_0315_171037_300C_FB_0,Photo
CHYPRCE098_0315_171053_300C_FB_0,Unknown
CHYPRCE098_0315_171139_300C_FB_0,Photo
CHYPRCE098_0315_171244_300C_FB_0,Photo
CHYPRCE098_0315_171304_300C_FB_0,Photo
CHYPRCE098_0315_171352_300C_FB_0,Photo
CHYPRCE098_0315_171425_300C_FB_0,Photo
CHYPRCE098_0315_171509_300C_FB_0,Unknown
CHYPRCE098_0315_171530_300C_FB_0,Photo
CHYPRCE098_0315_171634_300C_FB_0,Unknown
CHYPRCE098_0315_171721_300C_FB_0,Photo
CHYPRCE098_0315_171740_300C_FB_0,Photo
CHYPRCE098_0315_171825_300C_FB_0,Document
CHYPRCE098_0315_171843_300C_FB_0,Unknown
CHYPRCE098_0315_171929_300C_FB_0,Photo
CHYPRCE098_0315_171948_300C_FB_0,Photo
CHYPRCE098_0315_172033_300C_FB_0,Photo
CHYPRCE098_0315_172049_300C_FB_0,Photo
CHYPRCE098_0315_172134_300C_FB_0,Photo
CHYPRCE098_0315_172151_300C_FB_0,Unknown
CHYPRCE098_0315_172243_300C_FB_0,Unknown
CHYPRCE098_0315_172303_300C_FB_0,Photo
CHYPRCE098_0315_172348_300C_FB_0,Unknown
CHYPRCE098_0315_172409_300C_FB_0,Unknown
CHYPRCE098_0315_172457_300C_FB_0,Photo
CHYPRCE098_0315_172513_300C_FB_0,Document
CHYPRCE098_0315_172600_300C_FB_0,Unknown
CHYPRCE098_0315_172621_300C_FB_0,Unknown
CHYPRCE098_0315_172707_300C_FB_0,Document
CHYPRCE098_0315_172722_300C_FB_0,Document
CHYPRCE098_0315_172807_300C_FB_0,Photo
CHYPRCE098_0315_172826_300C_FB_0,Unknown
CHYPRCE098_0315_172910_300C_FB_0,Photo
CHYPRCE098_0315_172928_300C_FB_0,Unknown
CHYPRCE098_0315_173024_300C_FB_0,Photo
CHYPRCE098_0315_173042_300C_FB_0,Unknown
CHYPRCE098_0315_173129_300C_FB_0,Photo
CHYPRCE098_0315_173145_300C_FB_0,Unknown
CHYPRCE098_0315_173252_300C_FB_0,Document
CHYPRCE098_0315_173315_300C_FB_0,Document
CHYPRCE098_0315_173438_300C_FB_0,Photo
CHYPRCE098_0315_173459_300C_FB_0,Unknown
CHYPRCE098_0315_173545_300C_FB_0,Document
CHYPRCE098_0315_173603_300C_FB_0,Unknown
CHYPRCE098_0315_173649_300C_FB_0,Photo
CHYPRCE098_0315_173704_300C_FB_0,Photo
CHYPRCE098_0315_173859_300C_FB_0,Photo
CHYPRCE098_0315_173929_300C_FB_0,Photo
CHYPRCE098_0315_174014_300C_FB_0,Unknown
CHYPRCE098_0315_174030_300C_FB_0,Unknown
CHYPRCE098_0315_174114_300C_FB_0,Document
CHYPRCE098_0315_174130_300C_FB_0,Unknown
CHYPRCE098_0315_174434_300C_FB_0,Photo
CHYPRCE098_0315_174450_300C_FB_0,Photo
CHYPRCE098_0315_174535_300C_FB_0,Document
CHYPRCE098_0315_174551_300C_FB_0,Unknown
CHYPRCE098_0315_174636_300C_FB_0,Unknown
CHYPRCE098_0315_174651_300C_FB_0,Photo
CHYPRCE098_0315_174755_300C_FB_0,Photo
CHYPRCE098_0315_174812_300C_FB_0,Unknown
CHYPRCE098_0315_174855_300C_FB_0,Unknown
CHYPRCE098_0315_174916_300C_FB_0,Unknown
CHYPRCE098_0315_175006_300C_FB_0,Unknown
CHYPRCE098_0326_115021_300C_FB_0,Document
CHYPRCE098_0326_115150_300C_FB_0,Document
CHYPRCE098_0326_115219_300C_FB_0,Document
CHYPRCE098_0326_115219_300C_FB-mod_0,Document
CHYPRCE098_0326_115317_300C_FB_0,Document
CHYPRCE098_0326_115337_300C_FB_0,Document
CHYPRCE098_0326_115426_300C_FB_0,Document
CHYPRCE098_0326_115444_300C_FB_0,Receipt
CHYPRCE098_0326_115543_300C_FB_0,Document
CHYPRCE098_0326_115543_300C_FB_1,Unknown
CHYPRCE098_0326_115739_300C_FB_0,Document
CHYPRCE098_0326_115829_300C_FB_0,Unknown
CHYPRCE098_0326_115854_300C_FB_0,Unknown
CHYPRCE098_0326_115951_300C_FB_0,Document
CHYPRCE098_0326_120228_300C_FB_0,Document
CHYPRCE098_0326_120315_300C_FB_0,Document
CHYPRCE098_0326_120337_300C_FB_0,Document
CHYPRCE098_0326_120429_300C_FB_0,Document
CHYPRCE098_0326_120450_300C_FB_0,Document
CHYPRCE098_0326_120549_300C_FB_0,Document
CHYPRCE098_0326_120627_300C_FB_0,Document
CHYPRCE098_0326_120722_300C_FB_0,Document
CHYPRCE098_0326_120859_300C_FB_0,Document
CHYPRCE098_0326_121008_300C_FB_0,Unknown
CHYPRCE098_0326_121054_300C_FB_0,Document
CHYPRCE098_0326_121227_300C_FB_0,Unknown
CHYPRCE098_0326_121348_300C_FB_0,Document
CHYPRCE098_0326_121449_300C_FB_0,Receipt
CHYPRCE098_0326_122322_300C_FB_0,Unknown
CHYPRCE098_0326_122811_300C_FB_0,Unknown
CHYPRCE098_0402_105513_300C_FB_0,Receipt
CHYPRCE098_0402_105513_300C_FB_1,Receipt
CHYPRCE098_0402_105654_300C_FB_0,Document
CHYPRCE098_0402_105759_300C_FB_0,Document
CHYPRCE098_0402_105759_300C_FB_1,Receipt
CHYPRCE098_0402_105759_300C_FB_2,Receipt
CHYPRCE098_0402_105914_300C_FB_0,Document
CHYPRCE098_0402_105931_300C_FB_0,Document
CHYPRCE098_0402_110126_300C_FB_0,Document
CHYPRCE098_0402_110148_300C_FB_0,Unknown
CHYPRCE098_0402_110243_300C_FB_0,Unknown
CHYPRCE098_0402_110259_300C_FB_0,Unknown
CHYPRCE098_0402_110443_300C_FB_0,Receipt
CHYPRCE098_0402_110443_300C_FB_1,Receipt
CHYPRCE098_0402_110443_300C_FB_2,Receipt
CHYPRCE098_0402_110443_300C_FB_3,Receipt
CHYPRCE098_0402_110530_300C_FB_0,Receipt
CHYPRCE098_0402_110530_300C_FB_1,Receipt
CHYPRCE098_0402_110530_300C_FB_2,Receipt
CHYPRCE098_0402_110711_300C_FB_0,Receipt
CHYPRCE098_0402_110711_300C_FB_1,Card
CHYPRCE098_0402_110711_300C_FB_2,Receipt
CHYPRCE098_0402_110711_300C_FB_3,Document
CHYPRCE098_0402_110754_300C_FB_0,Card
CHYPRCE098_0402_110754_300C_FB_1,Receipt
CHYPRCE098_0402_110754_300C_FB_2,Receipt
CHYPRCE098_0402_110754_300C_FB_3,Receipt
CHYPRCE098_0402_110754_300C_FB_4,Document
CHYPRCE098_0402_110919_300C_FB_0,Card
CHYPRCE098_0402_110919_300C_FB_1,Unknown
CHYPRCE098_0402_110919_300C_FB_2,Receipt
CHYPRCE098_0402_110919_300C_FB_3,Receipt
CHYPRCE098_0402_111011_300C_FB_0,Receipt
CHYPRCE098_0402_111011_300C_FB_1,Receipt
CHYPRCE098_0402_111011_300C_FB_2,Receipt
CHYPRCE098_0402_111133_300C_FB_0,Document
CHYPRCE098_0402_111133_300C_FB_1,Receipt
CHYPRCE098_0402_111206_300C_FB_0,Unknown
CHYPRCE098_0402_111206_300C_FB_1,Unknown
CHYPRCE098_0402_111300_300C_FB_0,Document
CHYPRCE098_0402_111300_300C_FB_1,Receipt
LMEPRLE038_0308_103414_300C_FB_0,Photo
LMEPRLE038_0308_103537_300C_FB_0,Photo
LMEPRLE038_0308_103640_300C_FB_0,Photo
LMEPRLE038_0308_103721_300C_FB_0,Photo
LMEPRLE038_0308_104159_300C_FB_0,Photo
LMEPRLE038_0308_104316_300C_FB_0,Photo
LMEPRLE038_0308_104406_300C_FB_0,Photo
LMEPRLE038_0308_104501_300C_FB_0,Photo
LMEPRLE038_0308_104545_300C_FB_0,Photo
LMEPRLE038_0308_104624_300C_FB_0,Photo
LMEPRLE038_0308_105042_300C_FB_0,Unknown
LMEPRLE038_0308_105133_300C_FB_0,Photo
LMEPRLE038_0308_105530_300C_FB_0,Unknown
LMEPRLE038_0308_105707_300C_FB_0,Unknown
LMEPRLE038_0308_105838_300C_FB_0,Document
LMEPRLE038_0308_110225_300C_FB_0,Unknown
LMEPRLE038_0308_110346_300C_FB_0,Unknown
LMEPRLE038_0308_110451_300C_FB_0,Unknown
LMEPRLE038_0308_110728_300C_FB_0,Document
LMEPRLE038_0308_110813_300C_FB_0,Unknown
LMEPRLE038_0308_110900_300C_FB_0,Unknown
LMEPRLE038_0308_111112_300C_FB_0,Unknown
LMEPRLE038_0308_111234_300C_FB_0,Unknown
LMEPRLE038_0308_111321_300C_FB_0,Unknown
LMEPRLE038_0308_111416_300C_FB_0,Unknown
LMEPRLE038_0308_111521_300C_FB_0,Unknown
LMEPRLE038_0308_111621_300C_FB_0,Unknown
LMEPRLE038_0308_111703_300C_FB_0,Unknown
LMEPRLE038_0308_111754_300C_FB_0,Unknown
LMEPRLE038_0308_111834_300C_FB_0,Unknown
LMEPRLE038_0308_111927_300C_FB_0,Unknown
LMEPRLE038_0308_112021_300C_FB_0,Unknown
LMEPRLE038_0308_112146_300C_FB_0,Unknown
LMEPRLE038_0308_112226_300C_FB_0,Unknown
LMEPRLE038_0308_112336_300C_FB_0,Unknown
LMEPRLE038_0308_112449_300C_FB_0,Photo
LMEPRLE038_0308_112536_300C_FB_0,Photo
LMEPRLE038_0308_112640_300C_FB_0,Photo
LMEPRLE038_0308_112726_300C_FB_0,Photo
LMEPRLE038_0308_112804_300C_FB_0,Photo
LMEPRLE038_0308_112844_300C_FB_0,Photo
LMEPRLE038_0308_112956_300C_FB_0,Document
LMEPRLE038_0308_113049_300C_FB_0,Unknown
LMEPRLE038_0308_113155_300C_FB_0,Document
LMEPRLE038_0308_113246_300C_FB_0,Unknown
LMEPRLE038_0308_113424_300C_FB_0,Photo
LMEPRLE038_0308_113506_300C_FB_0,Photo
LMEPRLE038_0308_113603_300C_FB_0,Photo
LMEPRLE038_0308_113645_300C_FB_0,Document
LMEPRLE038_0308_113724_300C_FB_0,Unknown
LMEPRLE038_0308_113805_300C_FB_0,Photo
LMEPRLE038_0308_113913_300C_FB_0,Photo
LMEPRLE038_0308_113953_300C_FB_0,Document
LMEPRLE038_0308_114037_300C_FB_0,Document
LMEPRLE038_0308_114154_300C_FB_0,Photo
LMEPRLE038_0308_114227_300C_FB_0,Unknown
LMEPRLE038_0308_114310_300C_FB_0,Unknown
LMEPRLE038_0308_114342_300C_FB_0,Photo
LMEPRLE038_0308_114424_300C_FB_0,Photo
LMEPRLE038_0308_114458_300C_FB_0,Document
LMEPRLE038_0308_114547_300C_FB_0,Photo
LMEPRLE038_0308_114628_300C_FB_0,Document
LMEPRLE038_0308_114747_300C_FB_0,Unknown
LMEPRLE038_0308_114822_300C_FB_0,Unknown
LMEPRLE038_0308_114912_300C_FB_0,Photo
LMEPRLE038_0308_114950_300C_FB_0,Unknown
LMEPRLE038_0308_115041_300C_FB_0,Photo
LMEPRLE038_0308_115146_300C_FB_0,Photo
LMEPRLE038_0308_115318_300C_FB_0,Unknown
LMEPRLE038_0308_115410_300C_FB_0,Photo
LMEPRLE038_0308_115529_300C_FB_0,Photo
LMEPRLE038_0308_115621_300C_FB_0,Unknown
LMEPRLE038_0308_115812_300C_FB_0,Unknown
LMEPRLE038_0308_115954_300C_FB_0,Document
LMEPRLE038_0308_120048_300C_FB_0,Unknown
LMEPRLE038_0308_120131_300C_FB_0,Photo
LMEPRLE038_0308_120304_300C_FB_0,Unknown
LMEPRLE038_0308_120353_300C_FB_0,Unknown
LMEPRLE038_0308_120428_300C_FB_0,Photo
LMEPRLE038_0308_120514_300C_FB_0,Photo
LMEPRLE038_0308_120548_300C_FB_0,Unknown
LMEPRLE038_0308_120633_300C_FB_0,Photo
LMEPRLE038_0308_120709_300C_FB_0,Unknown
LMEPRLE038_0308_120802_300C_FB_0,Photo
LMEPRLE038_0308_120841_300C_FB_0,Photo
LMEPRLE038_0308_120950_300C_FB_0,Unknown
LMEPRLE038_0308_121042_300C_FB_0,Photo
LMEPRLE038_0308_121128_300C_FB_0,Photo
LMEPRLE038_0308_121211_300C_FB_0,Unknown
LMEPRLE038_0308_121313_300C_FB_0,Unknown
LMEPRLE038_0308_121540_300C_FB_0,Unknown
LMEPRLE038_0308_122037_300C_FB_0,Photo
LMEPRLE038_0308_122109_300C_FB_0,Photo
LMEPRLE038_0308_122147_300C_FB_0,Unknown
LMEPRLE038_0308_122221_300C_FB_0,Unknown
LMEPRLE038_0308_122320_300C_FB_0,Unknown
LMEPRLE038_0308_122354_300C_FB_0,Photo
LMEPRLE038_0308_122431_300C_FB_0,Photo
LMEPRLE038_0308_122502_300C_FB_0,Document
LMEPRLE038_0308_122537_300C_FB_0,Unknown
LMEPRLE038_0308_122651_300C_FB_0,Photo
LMEPRLE038_0308_122728_300C_FB_0,Photo
LMEPRLE038_0308_122804_300C_FB_0,Photo
LMEPRLE038_0308_122851_300C_FB_0,Photo
LMEPRLE038_0308_122930_300C_FB_0,Photo
LMEPRLE038_0308_123008_300C_FB_0,Unknown
LMEPRLE038_0308_123040_300C_FB_0,Unknown
LMEPRLE038_0308_123117_300C_FB_0,Photo
LMEPRLE038_0308_123200_300C_FB_0,Unknown
LMEPRLE038_0308_123243_300C_FB_0,Photo
LMEPRLE038_0308_123325_300C_FB_0,Unknown
LMEPRLE038_0308_123407_300C_FB_0,Unknown
LMEPRLE038_0308_123450_300C_FB_0,Document
LMEPRLE038_0308_123533_300C_FB_0,Unknown
LMEPRLE038_0308_123611_300C_FB_0,Document
LMEPRLE038_0308_123651_300C_FB_0,Document
LMEPRLE038_0308_123735_300C_FB_0,Photo
LMEPRLE038_0308_123824_300C_FB_0,Unknown
LMEPRLE038_0308_123856_300C_FB_0,Photo
LMEPRLE038_0308_123933_300C_FB_0,Photo
LMEPRLE038_0308_124011_300C_FB_0,Unknown
LMEPRLE038_0308_124046_300C_FB_0,Photo
LMEPRLE038_0308_124122_300C_FB_0,Unknown
LMEPRLE038_0308_124205_300C_FB_0,Document
LMEPRLE038_0308_124306_300C_FB_0,Unknown
LMEPRLE038_0308_124354_300C_FB_0,Document
LMEPRLE038_0308_124434_300C_FB_0,Photo
LMEPRLE038_0308_124508_300C_FB_0,Document
LMEPRLE038_0308_124541_300C_FB_0,Unknown
LMEPRLE038_0308_124625_300C_FB_0,Unknown
LMEPRLE038_0308_124701_300C_FB_0,Photo
LMEPRLE038_0308_124739_300C_FB_0,Photo
LMEPRLE038_0308_124819_300C_FB_0,Photo
LMEPRLE038_0308_124854_300C_FB_0,Unknown
LMEPRLE038_0308_124927_300C_FB_0,Photo
LMEPRLE038_0308_125005_300C_FB_0,Document
LMEPRLE038_0308_125043_300C_FB_0,Unknown
LMEPRLE038_0308_125120_300C_FB_0,Photo
LMEPRLE038_0308_125153_300C_FB_0,Document
LMEPRLE038_0308_125234_300C_FB_0,Unknown
LMEPRLE038_0308_125306_300C_FB_0,Photo
LMEPRLE038_0308_125450_300C_FB_0,Photo
LMEPRLE038_0308_125537_300C_FB_0,Unknown
LMEPRLE038_0308_125615_300C_FB_0,Unknown
LMEPRLE038_0308_125651_300C_FB_0,Unknown
LMEPRLE038_0308_125727_300C_FB_0,Unknown
LMEPRLE038_0326_101158_300C_FB_0,Unknown
LMEPRLE038_0326_101229_300C_FB_0,Unknown
LMEPRLE038_0326_101334_300C_FB_0,Unknown
LMEPRLE038_0326_101438_300C_FB_0,Receipt
LMEPRLE038_0326_101610_300C_FB_0,Unknown
LMEPRLE038_0326_101636_300C_FB_0,Document
LMEPRLE038_0326_101753_300C_FB_0,Document
LMEPRLE038_0326_102024_300C_FB_0,Unknown
LMEPRLE038_0326_102230_300C_FB_0,Unknown
LMEPRLE038_0326_102612_300C_FB_0,Unknown
LMEPRLE038_0326_102929_300C_FB_0,Document
LMEPRLE038_0326_103153_300C_FB_0,Document
LMEPRLE038_0326_104102_300C_FB_0,Document
LMEPRLE038_0326_104638_300C_FB_0,Document
LMEPRLE038_0326_104802_300C_FB_0,Unknown
LMEPRLE038_0326_105313_300C_FB_0,Document
LMEPRLE038_0326_105700_300C_FB_0,Unknown
LMEPRLE038_0326_110155_300C_FB_0,Receipt
LMEPRLE038_0326_110434_300C_FB_0,Document
LMEPRLE038_0326_110650_300C_FB_0,Document
LMEPRLE038_0326_111130_300C_FB_0,Document
LMEPRLE038_0326_111644_300C_FB_0,Document
LMEPRLE038_0326_112106_300C_FB_0,Document
wscan_receipts_manhattan_4_0,Document
wscan_receipts_manhattan_4_1,Document
wscan_receipts_manhattan_7_0,Document
wscan_receipts_manhattan_7_1,Document
wscan_receipts_manhattan_7_2,Document
wscan_receipts_manhattan_11_0,Document
wscan_receipts_manhattan_12_0,Document
wscan_receipts_manhattan_16_0,Document
wscan_receipts_manhattan_19_0,Unknown
wscan_receipts_manhattan_24_0,Receipt
wscan_receipts_manhattan_27_0,Document
wscan_receipts_manhattan_27_1,Receipt
wscan_receipts_manhattan_28_0,Receipt
wscan_receipts_manhattan_28_1,Receipt
wscan_receipts_manhattan_28_2,Document
wscan_receipts_manhattan_31_0,Card
wscan_receipts_manhattan_31_1,Receipt
wscan_receipts_manhattan_31_2,Card
wscan_receipts_manhattan_31_3,Receipt
wscan_receipts_manhattan_31_4,Unknown
wscan_receipts_manhattan_31_5,Receipt
wscan_receipts_manhattan_35_0,Receipt
wscan_receipts_manhattan_35_1,Receipt
wscan_receipts_manhattan_35_2,Receipt
wscan_receipts_manhattan_36_0,Receipt
wscan_receipts_manhattan_39_0,Card
wscan_receipts_manhattan_39_1,Receipt
wscan_receipts_manhattan_39_2,Receipt
wscan_receipts_manhattan_40_0,Receipt
wscan_receipts_manhattan_40_1,Receipt
wscan_receipts_manhattan_43_0,Receipt
wscan_receipts_manhattan_47_0,Document
wscan1_0,Unknown
wscan4_0,Unknown
wscan7_0,Unknown
wscan8_0,Unknown
wscan11_0,Unknown
wscan12_0,Unknown
wscan15_0,Photo
wscan16_0,Photo
wscan19_0,Unknown
wscan20_0,Photo
wscan23_0,Document
wscan24_0,Photo
wscan27_0,Document
wscan28_0,Unknown
wscan31_0,Unknown
wscan32_0,Photo
wscan35_0,Photo
wscan36_0,Photo
wscan39_0,Unknown
wscan43_0,Document
wscan44_0,Unknown
wscan47_0,Photo
wscan51_0,Unknown
wscan52_0,Document
wscan55_0,Unknown
wscan56_0,Photo
wscan59_0,Unknown
wscan60_0,Photo
wscan63_0,Unknown
wscan67_0,Photo
wscan71_0,Document
wscan72_0,Unknown
wscan75_0,Unknown
wscan79_0,Unknown
wscan80_0,Photo
wscan83_0,Unknown
wscan84_0,Photo
wscan87_0,Unknown
wscan89_0,Unknown
wscan90_0,Photo
wscan93_0,Photo
wscan94_0,Photo
wscan96_0,Photo
wscan99_0,Photo
wscan100_0,Unknown
wscan103_0,Document
wscan107_0,Photo
wscan108_0,Unknown
wscan111_0,Unknown
wscan112_0,Unknown
wscan115_0,Photo
wscan116_0,Photo
wscan119_0,Unknown
wscan120_0,Photo
wscan123_0,Unknown
wscan124_0,Unknown
wscan127_0,Unknown
wscan128_0,Photo
wscan131_0,Unknown
wscan132_0,Unknown
wscan134_0,Document
wscan137_0,Unknown
wscan138_0,Unknown
wscan142_0,Unknown
wscan145_0,Unknown
wscan146_0,Unknown
wscan149_0,Unknown
wscan150_0,Unknown
wscan153_0,Photo
wscan154_0,Unknown
wscan157_0,Photo
wscan162_0,Unknown
wscan165_0,Unknown
wscan166_0,Photo
wscan169_0,Unknown
wscan170_0,Photo
wscan173_0,Unknown
wscan174_0,Photo
wscan177_0,Unknown
wscan181_0,Unknown
wscan182_0,Unknown
wscan190_0,Unknown
wscan193_0,Unknown
wscan194_0,Photo
wscan197_0,Photo
wscan198_0,Unknown
wscan201_0,Photo
wscan202_0,Unknown
wscan205_0,Unknown
wscan206_0,Document
wscan209_0,Photo
wscan210_0,Document
wscan213_0,Photo
wscan217_0,Unknown
wscan218_0,Unknown
wscan221_0,Photo
wscan222_0,Unknown
wscan225_0,Unknown
wscan226_0,Unknown
wscan229_0,Unknown
wscan230_0,Unknown
wscan233_0,Unknown
wscan234_0,Unknown
wscan237_0,Unknown
wscan238_0,Unknown
wscan241_0,Photo
wscan242_0,Photo
wscan245_0,Photo
wscan246_0,Photo
wscan249_0,Photo
wscan250_0,Photo
wscan253_0,Document
wscan254_0,Document
wscan257_0,Unknown
wscan258_0,Unknown
wscan261_0,Photo
wscan262_0,Photo
wscan265_0,Photo
wscan266_0,Photo
wscan269_0,Document
wscan270_0,Unknown
wscan273_0,Photo
wscan274_0,Photo
wscan277_0,Document
wscan278_0,Document
wscan281_0,Photo
wscanManhattan7_0,Unknown
wscanManhattan8_0,Unknown
wscanManhattan11_0,Unknown
wscanManhattan16_0,Document
wscanManhattan20_0,Document
wscanManhattan20_1,Document
wscanManhattan23_0,Document
wscanManhattan24_0,Document
wscanManhattan27_0,Unknown
wscanManhattan28_0,Document
wscanManhattan31_0,Document
wscanManhattan32_0,Receipt
wscanManhattan40_0,Document
wscanManhattan44_0,Document
wscanManhattan47_0,Document
wscanManhattan48_0,Document
wscanManhattan51_0,Unknown
wscanManhattan52_0,Document
wscanManhattan55_0,Unknown
wscanManhattan59_0,Unknown
wscanManhattan60_0,Unknown
